topic_code,type,title,provider,url,duration,notes,is_primary,rank,pace,lod,breadth,dok,wida,visuals,series,prereq,video_id
32A,interactive,Exploring Transitional Fossils,HHMI BioInteractive,biointeractive.org,Interactive,Click & Learn interactive on transitional fossils,yes,1,,shallow,,,3,,,,V0205
32A,interactive,Human Origins Interactive,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/human-origins-interactive,Interactive,Self-paced; species comparison,yes,1,,shallow,,,3,high,,,V0400
32A,video,What is the Evidence for Evolution?,Stated Clearly,https://www.statedclearly.com/videos/what-is-the-evidence-for-evolution/,~11 min,Comprehensive evidence overview. Already partial coverage but fills molecular gap.,yes,1,slow,shallow,,,3,high,Stated Clearly,,V0178
32A,interactive,Exploring Transitional Fossils,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/exploring-transitional-fossils,~45 min,Pre-teach: fossil transitional Tiktaalik. Fish to tetrapod transition. Excellent.,yes,1,,,,,,,,,
32A,video,"Evidence for Evolution (Fossils, Anatomy, Embryology, Biogeography, DNA)",Bozeman Science,http://www.bozemanscience.com/evidence-for-evolution,~15:00,Comprehensive overview; may need chunking; covers embryology and biogeography together,,,medium,medium,,,4,high,Bozeman Science,,V0164
32A,video,Evidence of Evolution,Khan Academy,https://www.khanacademy.org/science/biology/her/tree-of-life/v/evidence-for-evolution,~10 min,Multiple lines of evidence,,,medium,medium,,,4,high,,,V0357
32A,video,Great Transitions: The Origins of Tetrapods,HHMI BioInteractive,biointeractive.org/classroom-resources/great-transitions-origin-tetrapods,~17 min,"Tiktaalik discovery, fish-to-tetrapod transition, Neil Shubin research",,,,medium,,,4,,,,V0228
32A,video,Your Inner Fish (Episode 1),PBS/HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/your-inner-fish,~55 min,"Chunk into segments; pre-teach: lobe-finned fish, homology",,,,medium,,,4,medium,,,V0271
32A,video,Continental Drift 101,National Geographic,https://www.youtube.com/watch?v=Wq9kLzm36h0,~1 min,1-minute hook for vicariance; what happens to populations?,,,,medium,,,4,high,,,V0163
32A,video,Plate Tectonics and Continental Drift,Pearson Channels,https://www.pearson.com/channels/biology,~4 min,"Connection to biogeography, vicariance",,,,medium,,,4,,,,V0237
32A,video,Evidence for Evolution,Bozeman Science,https://www.youtube.com/watch?v=ooGKYediys8,~13 min,"Covers homologous structures, analogous structures, vestigial structures, comparative anatomy, fossil evidence, DNA evidence.",,,medium,medium,,,4,,Bozeman Science,,V0501
32A,video,Evolution: It's a Thing - Crash Course Biology #20,Crash Course,https://www.youtube.com/watch?v=P3GagfbA2vo,~11 min,"Pre-teach: evolution, natural selection, fossil record, comparative anatomy, molecular evidence",,,fast,medium,,,4,high,Crash Course Biology,,V0539
32B,interactive,Human Origins,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/human-origins,~45 min,Pre-teach: hominin skeleton bipedal. Compare primate skeletons. Very visual.,yes,1,,,,,,,,,
32B,video,Evidence for Evolution,Bozeman Science,https://www.youtube.com/watch?v=ooGKYediys8,~13 min,"Covers homologous structures, analogous structures, vestigial structures, comparative anatomy, fossil evidence, DNA evidence.",,,medium,medium,,,4,,Bozeman Science,,V0501
32B,video,Evolution: It's a Thing - Crash Course Biology #20,Crash Course,https://www.youtube.com/watch?v=P3GagfbA2vo,~11 min,"Pre-teach: evolution, natural selection, fossil record, comparative anatomy, molecular evidence",,,fast,medium,,,4,high,Crash Course Biology,,V0539
32B,interactive,Laetoli Footprints Analysis,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/laetoli-footprints,~30 min,Pre-teach: fossil footprint trace evidence. Analyze real fossil footprints.,,,,,,,,,,,
33A,interactive,Creating Phylogenetic Trees from DNA Sequences,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/creating-phylogenetic-trees-dna-sequences,Interactive,Interactive Click & Learn; guided worksheet available,yes,1,,shallow,,,3,high,,,V0151
33A,video,DNA Evidence For Evolution: Endogenous Retroviruses,Stated Clearly,statedclearly.com/videos/evidence-for-evolution-in-your-own-dna/,~10 min,"ERVs shared between humans and chimps, molecular evidence",yes,1,slow,shallow,,,3,,Stated Clearly,,V0239
33A,video,What is the Evidence for Evolution?,Stated Clearly,https://www.statedclearly.com/videos/what-is-the-evidence-for-evolution/,~11 min,Comprehensive evidence overview. Already partial coverage but fills molecular gap.,yes,1,slow,shallow,,,3,high,Stated Clearly,,V0178
33A,video,Evolution,Amoeba Sisters,https://www.youtube.com/watch?v=fI7IV3x-dGI,~8 min,"Covers DNA sequence evidence, molecular evidence, genetic similarity, gene flow, evolution mechanisms.",yes,1,slow,shallow,,,3,,Amoeba Sisters,,V0243
33A,video,DNA Evidence For Evolution: Endogenous Retroviruses,Stated Clearly,https://www.statedclearly.com/videos/evidence-for-evolution-in-your-own-dna-endogenous-retroviruses/,~8 min,"Pre-teach: retrovirus, genome insertion. Specific molecular evidence.",,,slow,medium,,,4,high,Stated Clearly,,V0457
33A,video,Evidence for Evolution,Khan Academy,khanacademy.org/science/hs-biology,~10 min,"DNA comparisons, homologous structures, biogeography",,,medium,medium,,,4,,,,V0240
33A,video,Evidence for Evolution II,Bozeman Science,https://www.youtube.com/watch?v=grS7D4iFOLg,~12 min,DNA comparisons; molecular clocks,,,medium,medium,,,4,high,Bozeman Science,,V0336
33A,video,Evidence of Evolution,Khan Academy,https://www.khanacademy.org/science/biology/her/tree-of-life/v/evidence-for-evolution,~10 min,Multiple lines of evidence,,,medium,medium,,,4,high,,,V0357
33B,video,Evidence for Evolution,Bozeman Science,https://www.youtube.com/watch?v=ooGKYediys8,~13 min,"Covers protein evidence, amino acid sequence, molecular clock, cytochrome c, homologous structures, DNA evidence.",,,medium,medium,,,4,,Bozeman Science,,V0501
34A,video,Animated Life: Pangaea,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/animated-life-pangaea,~7 min,Clear animations; nature of science discussion,yes,1,,shallow,,,3,high,,,V0273
34A,video,Animated Life: Pangea,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/animated-life-pangea,7:36,Quick exit ticket: how continent movement changes populations; Spanish available,yes,1,,shallow,,,3,high,,,V0157
34A,interactive,Earth Viewer Interactive,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/earthviewer,Interactive,Self-paced; explore geological time; extinction events,yes,1,,medium,,,4,high,,,V0161
34A,video,Evolution,Amoeba Sisters,youtube.com/watch?v=fI7IV3x-dGI,~9 min,"Mechanisms + evidence: homologies, fossils, biogeography",yes,1,slow,shallow,,,3,,Amoeba Sisters,,V0243
34A,video,Galapagos Finch Evolution (Beak of the Finch),HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/origin-species-beak-finch,~16:00,Island biogeography + adaptive radiation; real research data,yes,1,,shallow,,,3,medium,,,V0159
34A,video,Making of the Fittest: Natural Selection - Rock Pocket Mouse,HHMI BioInteractive,biointeractive.org/classroom-resources/making-fittest-natural-selection-and-adaptation,~10 min,"Variation, selection, adaptation - real-world rock pocket mouse example",yes,1,,shallow,,,3,high,,,V0039
34A,interactive,NOVA Evolution Lab Mission 4: Biogeography,PBS LearningMedia,https://www.pbslearningmedia.org/resource/nvev-sci-mission4/nova-evolution-lab-interactive-lesson-mission-4/,Interactive,"Pre-teach: endemic, dispersal, isolation; mission checklist + sentence frames",yes,1,,shallow,,,3,high,,,V0162
34A,video,Natural Selection (Updated),Amoeba Sisters,https://www.youtube.com/watch?v=7VM9YxmULuo,~8 min,"Clear examples; peppered moth, antibiotic resistance",yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0305
34A,interactive,Natural Selection Simulation,PhET,https://phet.colorado.edu/en/simulations/natural-selection,Interactive,"Pre-teach: mutation, selective advantage, carrying capacity.",yes,1,slow,shallow,,,3,high,,,V0433
34A,video,Types of Natural Selection,Amoeba Sisters,https://www.youtube.com/watch?v=64JUJdZdDQo,~6 min,"Pre-teach: bell curve, phenotype distribution. CRITICAL GAP FILL.",yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0446
34A,video,What Is Evolution?,Stated Clearly,https://www.youtube.com/watch?v=GhHOjC4oxh8,9:19,,yes,1,slow,shallow,,,3,high,Stated Clearly,,V0013
34A,video,What Is Natural Selection?,Stated Clearly,https://www.youtube.com/watch?v=0SCjhI86grU,9:34,None - clear visuals carry meaning,yes,1,slow,shallow,,,3,high,Stated Clearly,,V0012
34A,video,What Is The Evidence For Evolution?,Stated Clearly,https://www.youtube.com/watch?v=lIEoO5KdPvg,11:29,,yes,1,slow,shallow,,,3,high,Stated Clearly,,V0014
34A,video,Exploring Island Biogeography through Data,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/exploring-island-biogeography-through-data,Activity,Data analysis activity for IBT,yes,1,,shallow,,,3,,,,V0242
34A,interactive,Galapagos Finch Sorting,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/sorting-finch-beaks,~30 min,Pre-teach: adaptation trait natural selection. Uses real data from finches.,yes,1,,,,,,,,,
34A,video,Anole Lizard Evolution,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/lizard-evolution-virtual-lab,varies,Virtual lab - data analysis,,,,medium,,,4,high,,,V0087
34A,video,Biogeography: Where Life Lives,Khan Academy,https://www.khanacademy.org/science/high-school-biology/hs-evolution/hs-evidence-of-evolution/v/biogeography-where-life-lives,~8:00,Maps and distribution patterns,,,medium,medium,,,4,high,,,V0156
34A,video,Biogeography: where life lives (video),Khan Academy,https://www.khanacademy.org/science/ap-biology/natural-selection/evidence-for-evolution-ap/v/biogeography-where-life-lives,~2 min,Follow with a quick map-based case study: islands or continental drift,,,medium,medium,,,4,high,,,V0193
34A,video,Cladograms,Bozeman Science,https://www.youtube.com/watch?v=ouZ9zEkxGWg,~13 min,How to read/build cladograms,,,medium,shallow,,,3,high,Bozeman Science,,V0149
34A,video,Does The Theory Of Evolution Really Matter?,Stated Clearly,https://www.youtube.com/watch?v=3vWPr8pnPKE,7:35,"Pre-teach: HIV, epidemiology",,,slow,medium,,,4,medium,Stated Clearly,,V0015
34A,video,Embryology Evolution,Skyloom/Khan,https://www.youtube.com/watch?v=Buz7uerIg3A,4:55,Comparison chart; Guess the Embryo worksheet at 2:00,,,,medium,,,4,high,,,V0155
34A,video,Evidence for Evolution,Bozeman Science,https://www.youtube.com/watch?v=lSJ1TQmyqkM,~15 min,Comprehensive evidence overview,,,medium,medium,,,4,,Bozeman Science,,V0244
34A,video,Evidence for Evolution (comprehensive),Bozeman Science,http://www.bozemanscience.com/evidence-for-evolution,~15:00,Comprehensive overview; may need chunking; covers embryology and biogeography,,,medium,medium,,,4,high,Bozeman Science,,V0164
34A,video,Evidence of Evolution: Embryology,Khan Academy,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:evolution/x0c5bb03129646fd6:evidence-of-evolution-embryology/v/evidence-of-evolution-embryology,~6:00,Short; good for embedding in notes,,,medium,medium,,,4,high,,,V0154
34A,video,"Genetic Drift, Gene Flow, and Types of Natural Selection",Professor Dave Explains,https://www.youtube.com/watch?v=genetic-drift-prof-dave,~12 min,Good comprehensive overview. Faster pace.,,,medium,medium,,,4,high,,,V0451
34A,video,Got Lactase? The Co-evolution of Genes and Culture,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/got-lactase-co-evolution-genes-and-culture,~14 min,"Pre-teach: lactase, enzyme persistence, mutation; genetic drift",,,,medium,,,4,medium,,,V0259
34A,video,Great Transitions: Origin of Tetrapods,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/great-transitions-origin-tetrapods,~17 min,"Pre-teach: tetrapod, lobe-finned fish, transitional fossil",,,,medium,,,4,,,,V0228
34A,video,How Evolution Works,Kurzgesagt,https://www.youtube.com/watch?v=hOfRN0KTBj4,~12 min,Fast-paced; clarifies misconceptions,,,,medium,,,4,high,,,V0347
34A,video,Lactase Persistence: Evidence of Selection,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/lactase-persistence-evidence-selection,~9 min,"Pre-teach: lactase, mutation, selection",,,,medium,,,4,medium,,,V0397
34A,video,Lizards in an Evolutionary Tree,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/lizards-evolutionary-tree,~18 min,"Pre-teach: ecomorph, niche, convergent evolution; compare to finches",,,,medium,,,4,medium,,,V0256
34A,video,Natural Selection,Bozeman Science,https://www.youtube.com/watch?v=aTftyFboC_M,~13 min,"Directional, stabilizing, disruptive",,,medium,medium,,,4,high,Bozeman Science,,V0334
34A,video,Out of the Ashes: Dawn of the Age of Mammals,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/out-ashes-dawn-age-mammals,~20 min,"Pre-teach: K-Pg, adaptive radiation, niche",,,,medium,,,4,medium,,,V0394
34A,video,Sickle Cell: Natural Selection in Humans,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/sickle-cell-anemia-natural-selection,~17 min,"Pre-teach: hemoglobin, malaria, heterozygote; balancing selection",,,,medium,,,4,medium,,,V0260
34A,interactive,Stickleback Evolution Virtual Lab,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/stickleback-evolution-virtual-lab,varies,Tutorial included,,,,medium,,,4,high,,,V0041
34A,video,The Animated Life of A. R. Wallace,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/animated-life-r-wallace,7:45,"Pre-teach: pattern, region; add map prompt after; Wallace Line",,,,medium,,,4,medium,,,V0158
34A,video,The Beak of the Finch,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/beak-finch,~20 min,"Pre-teach: selection pressure, adaptation, drought; use data analysis activity",,,,medium,,,4,medium,,,V0255
34A,video,The Making of a Theory,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/making-theory,~30 min,"Pre-teach: natural selection, adaptation, species; chunk into segments",,,,medium,,,4,medium,,,V0254
34A,video,The Origin of Species,Crash Course Biology,https://www.youtube.com/watch?v=RjwKj1qmdOY,11:05,0.75x; vocab list,,,fast,medium,,,4,medium,Crash Course,,V0073
34A,video,The Origin of Species: Lizards in an Evolutionary Tree,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/origin-species-lizards-evolutionary-tree,~18 min,"Pre-teach: speciation, ecomorph, phylogeny",,,,medium,,,4,medium,,,V0277
34A,video,Understanding Evolutionary Relationships Through Embryo Comparisons,YouTube (channel varies),https://www.youtube.com/watch?v=M9oR1zhIdTI,Unknown (chunk if long),Use as extension; provide a comparison table to fill in while watching,,,,deep,,,5,high,,,V0192
34A,video,What Caused Life's Major Evolutionary Transitions,Stated Clearly,https://www.youtube.com/watch?v=VUfNEHl44hc,15:32,0.75x; chunk into 3 parts,,,slow,deep,,,5,high,Stated Clearly,,V0020
34A,video,From Ants to Grizzlies: Species-Area Relationship,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/ants-grizzlies-general-rule-saving-biodiversity,~18 min,"Pre-teach: fragmentation, corridor, richness; mini graph-read warmup",,,,medium,,,4,medium,,,V0160
34A,video,Species Distribution and Biogeography,JoVE,https://www.jove.com/science-education/v/10603,~5 min,"MacArthur-Wilson theory, immigration/extinction rates",,,,medium,,,4,,,,V0241
34A,interactive,Natural Selection and Humans,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/making-fittest-natural-selection-humans,~60 min,Pre-teach: variation selection inheritance adaptation. Sickle cell example.,,,,,,,,,,,
34B,video,Natural Selection (Updated),Amoeba Sisters,https://www.youtube.com/watch?v=7VM9YxmULuo,~8 min,"Clear examples; peppered moth, antibiotic resistance",yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0305
34B,video,"Plants: Diversity, Structure, Adaptations",Amoeba Sisters,https://www.youtube.com/watch?v=UvLgqheifOQ,~8 min,Plant evolution; structures,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0386
34B,simulation,Natural Selection,PhET,https://phet.colorado.edu/en/simulations/natural-selection,Interactive,Pre-teach: adaptation environment fitness. Watch adaptations emerge.,yes,1,slow,,,,,,,,
35A1,video,Genetic Drift,Amoeba Sisters,https://www.youtube.com/watch?v=cqE40p--oqY,~6 min,Clear examples; small populations,yes,1,slow,shallow,,,3,high,Amoeba Sisters Genetics Series,,V0306
35A1,video,Genetic Drift (Updated),Amoeba Sisters,https://www.youtube.com/watch?v=W0TM4LQmoZY,~6 min,"Pre-teach: allele frequency, random events. Covers all three mechanisms. CRITICAL GAP FILL.",yes,1,slow,shallow,,,3,high,Amoeba Sisters Genetics Series,,V0450
35A1,video,Hardy-Weinberg Equilibrium,Amoeba Sisters,https://www.youtube.com/watch?v=SRwBziBOm9g,~7 min,,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0025
35A1,video,Hardy-Weinberg Equations Explained,Ms. Parrott,https://www.youtube.com/watch?v=emBO0s-Je8s,~13 min,Variable key handout; addresses common algebraic mistakes at 12:20,yes,1,,shallow,,,3,high,,,V0153
35A1,video,Hardy-Weinberg equilibrium (practice) incl. videos: Hardy-Weinberg equation (8:14) + Applying the Hardy-Weinberg equation (5:30),Khan Academy,https://www.khanacademy.org/science/ap-biology/natural-selection/hardy-weinberg-equilibrium/e/hardy-weinberg-equilibrium,8:14 + 5:30,"Assign video(s) + practice set; pre-teach: allele frequency, p/q, p^2/2pq/q^2",yes,1,medium,shallow,,,3,high,,,V0187
35A1,simulation,Genetic Drift PopGen Fish,Virtual Biology Lab,https://virtualbiologylab.org/models-html5/popgen-fish-pond/,~25 min,Pre-teach: allele frequency population size. Good for modeling drift.,yes,1,,,,,,,,,
35A1,video,"Genetic Drift, Gene Flow, and Types of Natural Selection",Professor Dave Explains,https://www.youtube.com/watch?v=genetic-drift-prof-dave,~12 min,Good comprehensive overview. Faster pace.,,,medium,medium,,,4,high,,,V0451
35A1,video,Hardy-Weinberg Equation,Bozeman Science,https://www.youtube.com/watch?v=xPkOAnK20kw,~11 min,"Pre-teach: allele frequency, equilibrium",,,medium,medium,,,4,high,Bozeman Science,,V0021
35A1,video,Hardy-Weinberg Equation (with worked sample problem),Bozeman Science,https://www.bozemanscience.com/hardy-weinberg-equation,~8–10 min,Provide equation reference card + 1 practice problem to pause-and-solve,,,medium,medium,,,4,high,Bozeman Science,,V0188
35A1,video,Solving Hardy Weinberg Problems (multiple worked examples),Bozeman Science (YouTube Live recording),https://www.youtube.com/live/xPkOAnK20kw?pp=QAFIAQ%3D%3D,~12 min,Chunk by example; students pause to compute before he reveals,,,medium,medium,,,4,high,Bozeman Science,,V0189
35A1,video,Hardy-Weinberg Practice Problems (with answers) PDF,EWS D Online (PDF),https://tws.ewsdonline.org/pdfs/schwartzm/h-w_practice_prob%20v2%20ANSWERS_1_.pdf,Worksheet,Good additional reps; select 3–5 items; pre-teach: dominant/recessive phenotype vs allele frequency,,,,medium,,,4,,,,V0191
35A1,simulation,Population Genetics - Drift,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/population-genetics-explorer,Interactive,Pre-teach: genetic drift random chance. Run sims with small populations.,,,,,,,,,,,
35A2,video,Genetic Drift,Amoeba Sisters,https://www.youtube.com/watch?v=cqE40p--oqY,~6 min,Clear examples; small populations,yes,1,slow,shallow,,,3,high,Amoeba Sisters Genetics Series,,V0306
35A2,video,Genetic Drift (Updated),Amoeba Sisters,https://www.youtube.com/watch?v=W0TM4LQmoZY,~6 min,"Pre-teach: allele frequency, random events. Covers all three mechanisms. CRITICAL GAP FILL.",yes,1,slow,shallow,,,3,high,Amoeba Sisters Genetics Series,,V0450
35A2,simulation,Population Genetics - Bottleneck,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/population-genetics-explorer,Interactive,Pre-teach: bottleneck founder effect. Simulate population crash and recovery.,yes,1,,,,,,,,,
35A2,video,"Genetic Drift, Bottleneck Effect, and Founder Effect",Khan Academy,https://www.youtube.com/watch?v=IRTn0iNkAHI,~11 min,"Covers bottleneck effect, founder effect, genetic drift, population reduction, small population vulnerability.",,,medium,medium,,,4,,,,V0503
35A3,simulation,Population Genetics - Gene Flow,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/population-genetics-explorer,Interactive,Pre-teach: gene flow migration allele. Add migration to simulations.,yes,1,,,,,,,,,
35A3,video,"Genetic Drift, Gene Flow, and Types of Natural Selection",Professor Dave Explains,https://www.youtube.com/watch?v=genetic-drift-prof-dave,~12 min,Good comprehensive overview. Faster pace.,,,medium,medium,,,4,high,,,V0451
35A3,video,Selection,Bozeman Science,https://www.youtube.com/watch?v=fCu1RVq40QI,~10 min,"Covers directional selection, stabilizing selection, disruptive selection, gene flow, migration, allele transfer, population mixing.",,,medium,medium,,,4,,Bozeman Science,,V0509
35B,video,Types of Natural Selection,Amoeba Sisters,https://www.youtube.com/watch?v=64JUJdZdDQo,~6 min,"Pre-teach: bell curve, phenotype distribution. CRITICAL GAP FILL.",yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0446
35B,simulation,Natural Selection - Types,PhET,https://phet.colorado.edu/en/simulations/natural-selection,Interactive,Pre-teach: directional stabilizing disruptive. Change environment to see patterns.,yes,1,slow,,,,,,,,
35B,video,Natural Selection,Bozeman Science,https://www.youtube.com/watch?v=aTftyFboC_M,~13 min,"Directional, stabilizing, disruptive",,,medium,medium,,,4,high,Bozeman Science,,V0334
35B,video,"Stabilizing, Directional, and Diversifying Selection",Bozeman Science,http://www.bozemanscience.com/selection,~8 min,"Graph-heavy, good for visual learners. Pair with Amoeba Sisters for ELLs.",,,medium,medium,,,4,high,Bozeman Science,,V0447
36,video,Speciation,Amoeba Sisters,https://www.youtube.com/watch?v=2oKlKmrbLoU,~7 min,Geographic isolation examples,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0307
36,video,Types of Speciation,Professor Dave Explains,https://www.youtube.com/watch?v=BqY1gVh4i7Q,8:23,,yes,1,medium,shallow,,,3,high,,,V0053
36,video,Great Transitions: The Origin of Birds,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/great-transitions-origin-birds,Unknown,"Pre-teach: Archaeopteryx, homologous structures.",,,,medium,,,4,high,,,V0427
36,video,Speciation and Extinction,Bozeman Science,https://www.youtube.com/watch?v=VPn7KJWrwGw,~10 min,Adaptive radiation; extinction causes,,,medium,medium,,,4,high,Bozeman Science,,V0337
36,video,The Origin of Species,Crash Course Biology,https://www.youtube.com/watch?v=RjwKj1qmdOY,11:05,0.75x; vocab list,,,fast,medium,,,4,medium,Crash Course,,V0073
36,video,The Origin of Species: Lizards in an Evolutionary Tree,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/origin-species-lizards-evolutionary-tree,~18 min,"Pre-teach: speciation, ecomorph, phylogeny",,,,medium,,,4,medium,,,V0277
37A,video,Digestive System,Amoeba Sisters,https://www.youtube.com/watch?v=nM5kMSjBrmw,~10:00,Detailed digestive pathway,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0169
37A,video,Digestive System,Amoeba Sisters,https://www.youtube.com/watch?v=v7eV1sjOYJM,~8 min,Journey through GI tract; enzymes,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0320
37A,video,Human Body Systems Overview: The 11 Champions,Amoeba Sisters,https://www.youtube.com/watch?v=gEUu-A2wfSE,~8 min,"Covers digestive, respiratory, excretory in overview",yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0168
37A,video,Respiratory System,Amoeba Sisters,https://www.youtube.com/watch?v=Cqt4LjHnMEA,~8 min,Gas exchange focus; visual annotation of lungs at 3:45; Spanish available,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0171
37A,video,Immune System (Updated),Amoeba Sisters,https://www.youtube.com/watch?v=PSRJfaAYkW4,~9 min,Clear cell roles; antibodies,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0312
37A,video,Human Body Systems Overview,Amoeba Sisters,https://www.youtube.com/watch?v=HKV3Z012x_s,~10 min,Quick reference; system interactions,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0319
37A,video,Respiratory System,Amoeba Sisters,https://www.youtube.com/watch?v=bomvWpVTonQ,~8 min,Alveoli structure; diffusion,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0321
37A,video,Nervous System,Amoeba Sisters,https://www.youtube.com/watch?v=AiZ7-mlIB8k,~9 min,Neuron structure; action potential basics,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0322
37A,video,Digestive System Part 1,Crash Course,https://www.youtube.com/watch?v=yIoTRGfcMqM,11:00,Guided notes (path of food); break at 5:00; pre-teach: alimentary canal,,,fast,medium,,,4,medium,Crash Course,,V0170
37A,video,Endocrine System,Crash Course Biology,https://www.youtube.com/watch?v=eWHH9je2zG4,~10 min,0.75x; hormone names,,,fast,medium,,,4,medium,Crash Course,,V0076
37A,video,Nervous System,Crash Course Biology,https://www.youtube.com/watch?v=x4PPZCLnVkA,~10 min,0.75x; neuron structure,,,fast,medium,,,4,medium,Crash Course,,V0077
37A,video,You Are Immune Against Every Disease,Kurzgesagt,https://www.youtube.com/watch?v=LmpuerlbJu0,~10 min,Fast-paced; stunning visuals; pre-teach vocabulary,,,,medium,,,4,high,,,V0345
37B,video,Respiratory System,Amoeba Sisters,https://www.youtube.com/watch?v=Cqt4LjHnMEA,~8 min,Gas exchange focus; visual annotation of lungs at 3:45; Spanish available,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0171
37B,video,Immune System (Updated),Amoeba Sisters,https://www.youtube.com/watch?v=PSRJfaAYkW4,~9 min,Clear cell roles; antibodies,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0312
37B,video,Human Body Systems Overview,Amoeba Sisters,https://www.youtube.com/watch?v=HKV3Z012x_s,~10 min,Quick reference; system interactions,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0319
37B,video,Respiratory System,Amoeba Sisters,https://www.youtube.com/watch?v=bomvWpVTonQ,~8 min,Alveoli structure; diffusion,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0321
37B,video,Nervous System,Amoeba Sisters,https://www.youtube.com/watch?v=AiZ7-mlIB8k,~9 min,Neuron structure; action potential basics,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0322
37B,video,Excretory System and the Nephron,Amoeba Sisters,https://www.youtube.com/watch?v=q5qaGHfdmYM,9:02,"Nephron detail; In/Out flowchart; pre-teach: nephron, filtration, reabsorption",,,slow,medium,,,4,high,Amoeba Sisters,,V0172
37B,video,Glomerular Filtration in the Nephron,Khan Academy,khanacademy.org/science/in-in-class-11-biology-india,~10 min,Detailed filtration process,,,medium,medium,,,4,,,,V0236
37B,video,The Kidney and Nephron,Khan Academy,khanacademy.org/science/biology/human-biology/kidney-nephron/v/the-kidney-and-nephron,~15 min,"Nephron structure, filtration, reabsorption",,,medium,medium,,,4,,,,V0235
37B,video,Endocrine System,Crash Course Biology,https://www.youtube.com/watch?v=eWHH9je2zG4,~10 min,0.75x; hormone names,,,fast,medium,,,4,medium,Crash Course,,V0076
37B,video,Nervous System,Crash Course Biology,https://www.youtube.com/watch?v=x4PPZCLnVkA,~10 min,0.75x; neuron structure,,,fast,medium,,,4,medium,Crash Course,,V0077
37B,video,You Are Immune Against Every Disease,Kurzgesagt,https://www.youtube.com/watch?v=LmpuerlbJu0,~10 min,Fast-paced; stunning visuals; pre-teach vocabulary,,,,medium,,,4,high,,,V0345
37C1,video,Circulatory System and Pathway of Blood Through the Heart,Amoeba Sisters,youtube.com/watch?v=CWFyxn0qDEU,~9 min,"Blood components, heart chambers, valves, blood pathway",yes,1,slow,shallow,,,3,,Amoeba Sisters,,V0226
37C1,video,Circulatory System and Pathway of Blood Through the Heart,Amoeba Sisters,https://www.youtube.com/watch?v=_vZ0lefPg_0,~8 min,"Pre-teach: atrium, ventricle, valve. Includes self-quiz. CRITICAL GAP FILL.",yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0452
